mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__max_features,param_clf__min_samples_split,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.42711167335510253,0.024600616867585447,0.06943588256835938,0.009700433276766297,,sqrt,2,300,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",1.0,1.0,0.998968008255934,0.9798761609907121,0.9618163054695563,0.9881320949432405,0.015230184366871615,4
0.5268231391906738,0.13472219237846628,0.06549763679504395,0.033299389024948264,,sqrt,5,300,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",1.0,0.9984520123839009,0.998968008255934,0.978328173374613,0.9654282765737874,0.9882352941176469,0.013973488326595038,1
0.4841036796569824,0.047902876267674414,0.09312891960144043,0.032511311178339844,,0.5,2,300,"{'clf__max_depth': None, 'clf__max_features': 0.5, 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",1.0,1.0,0.998968008255934,0.976780185758514,0.9633642930856553,0.9878224974200208,0.015105905838814722,7
0.5733266353607178,0.07720421028812621,0.09655499458312988,0.05053293131329394,,0.5,5,300,"{'clf__max_depth': None, 'clf__max_features': 0.5, 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",1.0,1.0,0.998968008255934,0.9757481940144478,0.9641382868937048,0.9877708978328175,0.015016809703541885,10
0.5265994548797608,0.1428180607178854,0.08745994567871093,0.02779488702134261,8,sqrt,2,300,"{'clf__max_depth': 8, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",1.0,1.0,0.998968008255934,0.9798761609907121,0.9618163054695563,0.9881320949432405,0.015230184366871615,4
0.4201213836669922,0.038193513780641154,0.06580638885498047,0.014124819656979523,8,sqrt,5,300,"{'clf__max_depth': 8, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",1.0,0.9984520123839009,0.998968008255934,0.978328173374613,0.9654282765737874,0.9882352941176469,0.013973488326595038,1
0.5325276374816894,0.019726753663866878,0.0893822193145752,0.02554293147939948,8,0.5,2,300,"{'clf__max_depth': 8, 'clf__max_features': 0.5, 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",1.0,1.0,0.998968008255934,0.976780185758514,0.9633642930856553,0.9878224974200208,0.015105905838814722,7
0.5735438346862793,0.07216264665252599,0.06978540420532227,0.007837657227029848,8,0.5,5,300,"{'clf__max_depth': 8, 'clf__max_features': 0.5, 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",1.0,1.0,0.998968008255934,0.9757481940144478,0.9641382868937048,0.9877708978328175,0.015016809703541885,10
0.5244402408599853,0.11148062058195195,0.08135123252868652,0.01682892098154096,12,sqrt,2,300,"{'clf__max_depth': 12, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",1.0,1.0,0.998968008255934,0.9798761609907121,0.9618163054695563,0.9881320949432405,0.015230184366871615,4
0.4393576145172119,0.10019629347517048,0.10799260139465332,0.0419049549374525,12,sqrt,5,300,"{'clf__max_depth': 12, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",1.0,0.9984520123839009,0.998968008255934,0.978328173374613,0.9654282765737874,0.9882352941176469,0.013973488326595038,1
0.5466068267822266,0.05019346417251955,0.12114677429199219,0.06928346249432941,12,0.5,2,300,"{'clf__max_depth': 12, 'clf__max_features': 0.5, 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",1.0,1.0,0.998968008255934,0.976780185758514,0.9633642930856553,0.9878224974200208,0.015105905838814722,7
0.5019679069519043,0.03569169499822424,0.03155679702758789,0.013558328531748615,12,0.5,5,300,"{'clf__max_depth': 12, 'clf__max_features': 0.5, 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",1.0,1.0,0.998968008255934,0.9757481940144478,0.9641382868937048,0.9877708978328175,0.015016809703541885,10
