mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator__ccp_alpha,param_clf__estimator__max_depth,param_clf__estimator__min_samples_leaf,param_clf__estimator__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.026022720336914062,0.0031863259860954733,0.0045681953430175785,0.0017705267377817746,0.0,,1,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 2}",0.9950980392156862,0.9865841073271414,0.9852941176470589,0.9127966976264189,0.9409184726522188,0.9641382868937048,0.03189046520680711,58
0.027861833572387695,0.0043768978778539695,0.003442239761352539,9.585083991152073e-05,0.0,,1,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 5}",0.9958720330237358,0.9845201238390093,0.9852941176470589,0.9127966976264189,0.9362745098039216,0.962951496388029,0.03248176595954354,70
0.028069686889648438,0.005087353992085362,0.005209970474243164,0.0019257511809429256,0.0,,1,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 10}",1.0,0.9907120743034057,0.9845201238390093,0.9112487100103199,0.9360165118679051,0.964499484004128,0.03462697554861372,54
0.029941844940185546,0.0029173944109368204,0.004070854187011719,0.0011899823827685983,0.0,,2,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 2}",0.9958720330237358,0.9855521155830753,0.987358101135191,0.9102167182662539,0.9481424148606812,0.9654282765737875,0.032124213903098865,36
0.02904982566833496,0.004575810650353643,0.004835176467895508,0.0016899729638183698,0.0,,2,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 5}",0.9963880288957689,0.9855521155830753,0.9858101135190919,0.9102167182662539,0.9486584107327141,0.9653250773993808,0.03196368488863864,40
0.029047441482543946,0.0032529594379427204,0.003523111343383789,0.0001180181117937461,0.0,,2,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 10}",1.0,0.9932920536635708,0.9821981424148607,0.914860681114551,0.9468524251805985,0.9674406604747162,0.03204596091672867,25
0.03183703422546387,0.0024603667686093423,0.0044977664947509766,0.0019916551982131756,0.0,,5,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 2}",0.999484004127967,0.9961300309597524,0.9881320949432405,0.925438596491228,0.9538183694530444,0.9726006191950465,0.028616797980374493,13
0.029509449005126955,0.0037654586117859537,0.0034390926361083985,4.182941010451003e-05,0.0,,5,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 5}",0.999484004127967,0.9961300309597524,0.9881320949432405,0.925438596491228,0.9538183694530444,0.9726006191950465,0.028616797980374493,13
0.03357539176940918,0.01045442700502398,0.004568052291870117,0.002163087251316147,0.0,,5,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 10}",0.999484004127967,0.9961300309597524,0.9881320949432405,0.925438596491228,0.9538183694530444,0.9726006191950465,0.028616797980374493,13
0.032071256637573244,0.006309662225188704,0.003632354736328125,0.0003642797275038626,0.0,5,1,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 2}",0.9984520123839009,0.9860681114551084,0.9860681114551084,0.9127966976264189,0.9409184726522188,0.964860681114551,0.032593789170492764,49
0.02949047088623047,0.0059783300045864,0.004598808288574219,0.0016655577061662308,0.0,5,1,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 5}",0.9979360165118678,0.9850361197110423,0.9852941176470589,0.9127966976264189,0.9357585139318886,0.9633642930856553,0.03306039953917324,66
0.03179631233215332,0.003684919419531336,0.0035188674926757814,0.00047438341618110096,0.0,5,1,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 10}",1.0,0.9907120743034057,0.9845201238390093,0.9112487100103199,0.9360165118679051,0.964499484004128,0.03462697554861372,54
0.026762628555297853,0.004642961643015328,0.0037765979766845705,0.0010345777750027433,0.0,5,2,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 2}",0.9958720330237358,0.9855521155830753,0.987358101135191,0.9102167182662539,0.9486584107327141,0.9655314757481939,0.03206929911699109,34
0.03061337471008301,0.00600199797386237,0.00543060302734375,0.0018504167398087287,0.0,5,2,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 5}",0.9969040247678019,0.9855521155830753,0.9858101135190919,0.9102167182662539,0.9486584107327141,0.9654282765737875,0.03206448337080606,36
0.03127212524414062,0.0069164715389901646,0.0037036418914794924,0.0008452877038315805,0.0,5,2,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 10}",1.0,0.9932920536635708,0.9821981424148607,0.914860681114551,0.9468524251805985,0.9674406604747162,0.03204596091672867,25
