mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator__ccp_alpha,param_clf__estimator__max_depth,param_clf__estimator__min_samples_leaf,param_clf__estimator__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.025510835647583007,0.002522661482062869,0.004128217697143555,0.0013477256555675442,0.0,,1,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 2}",0.9950980392156862,0.9865841073271414,0.9852941176470589,0.9127966976264189,0.9409184726522188,0.9641382868937048,0.03189046520680711,58
0.027293586730957033,0.0016902133693008066,0.004393434524536133,0.001710306378983371,0.0,,1,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 5}",0.9958720330237358,0.9845201238390093,0.9852941176470589,0.9127966976264189,0.9362745098039216,0.962951496388029,0.03248176595954354,70
0.02515130043029785,0.00230921759142294,0.0035123348236083983,5.077261210815001e-05,0.0,,1,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 10}",1.0,0.9907120743034057,0.9845201238390093,0.9112487100103199,0.9360165118679051,0.964499484004128,0.03462697554861372,54
0.029085206985473632,0.002119902178825945,0.005881404876708985,0.0028074820072281374,0.0,,2,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 2}",0.9958720330237358,0.9855521155830753,0.987358101135191,0.9102167182662539,0.9481424148606812,0.9654282765737875,0.032124213903098865,36
0.029741811752319335,0.0014278199497226335,0.003514385223388672,0.00011586932977100525,0.0,,2,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 5}",0.9963880288957689,0.9855521155830753,0.9858101135190919,0.9102167182662539,0.9486584107327141,0.9653250773993808,0.03196368488863864,40
0.03100733757019043,0.005981930963061983,0.004166698455810547,0.0010339977839150605,0.0,,2,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 10}",1.0,0.9932920536635708,0.9821981424148607,0.914860681114551,0.9468524251805985,0.9674406604747162,0.03204596091672867,25
0.029814910888671876,0.003912127661202152,0.003483486175537109,0.0002499130977093578,0.0,,5,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 2}",0.999484004127967,0.9961300309597524,0.9881320949432405,0.925438596491228,0.9538183694530444,0.9726006191950465,0.028616797980374493,13
0.030763721466064452,0.004015219284752312,0.00421595573425293,0.0010108660410449975,0.0,,5,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 5}",0.999484004127967,0.9961300309597524,0.9881320949432405,0.925438596491228,0.9538183694530444,0.9726006191950465,0.028616797980374493,13
0.025204038619995116,0.0025484289266352054,0.003667449951171875,0.0005050100512810063,0.0,,5,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 10}",0.999484004127967,0.9961300309597524,0.9881320949432405,0.925438596491228,0.9538183694530444,0.9726006191950465,0.028616797980374493,13
0.02860536575317383,0.00650044075882311,0.0037508487701416017,0.0004513918304730986,0.0,5,1,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 2}",0.9984520123839009,0.9860681114551084,0.9860681114551084,0.9127966976264189,0.9409184726522188,0.964860681114551,0.032593789170492764,49
0.035135936737060544,0.01035835578031726,0.004058218002319336,0.0008125972076815872,0.0,5,1,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 5}",0.9979360165118678,0.9850361197110423,0.9852941176470589,0.9127966976264189,0.9357585139318886,0.9633642930856553,0.03306039953917324,66
0.03417363166809082,0.008417059009940891,0.006723833084106445,0.002684718316281175,0.0,5,1,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 10}",1.0,0.9907120743034057,0.9845201238390093,0.9112487100103199,0.9360165118679051,0.964499484004128,0.03462697554861372,54
0.02912135124206543,0.006015809660546674,0.004015588760375976,0.001226574262437976,0.0,5,2,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 2}",0.9958720330237358,0.9855521155830753,0.987358101135191,0.9102167182662539,0.9486584107327141,0.9655314757481939,0.03206929911699109,34
0.029984331130981444,0.007083377874304607,0.005584859848022461,0.0032482484879029455,0.0,5,2,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 5}",0.9969040247678019,0.9855521155830753,0.9858101135190919,0.9102167182662539,0.9486584107327141,0.9654282765737875,0.03206448337080606,36
0.028878164291381837,0.0022722006353210157,0.008174324035644531,0.0055793640625812204,0.0,5,2,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 10}",1.0,0.9932920536635708,0.9821981424148607,0.914860681114551,0.9468524251805985,0.9674406604747162,0.03204596091672867,25
0.03218297958374024,0.008312063580766709,0.0033757686614990234,0.00011078149487519808,0.0,5,5,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 2}",0.999484004127967,0.9961300309597524,0.987874097007224,0.925438596491228,0.9538183694530444,0.972549019607843,0.028588965375554144,22
0.025432062149047852,0.0043790200202029105,0.0033706188201904296,4.2524839305465224e-05,0.0,5,5,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 5}",0.999484004127967,0.9961300309597524,0.987874097007224,0.925438596491228,0.9538183694530444,0.972549019607843,0.028588965375554144,22
0.03091464042663574,0.006922194939978914,0.005542850494384766,0.0018971571835333927,0.0,5,5,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 10}",0.999484004127967,0.9961300309597524,0.987874097007224,0.925438596491228,0.9538183694530444,0.972549019607843,0.028588965375554144,22
0.029751920700073244,0.00613636546721025,0.005423498153686523,0.002042696902078029,0.0,8,1,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 2}",0.9950980392156862,0.9865841073271414,0.9852941176470589,0.9127966976264189,0.9409184726522188,0.9641382868937048,0.03189046520680711,58
0.03481922149658203,0.007778386632814457,0.005991697311401367,0.0025420538859265295,0.0,8,1,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 5}",0.9958720330237358,0.9845201238390093,0.9852941176470589,0.9127966976264189,0.9362745098039216,0.962951496388029,0.03248176595954354,70
0.03058338165283203,0.004925383491610401,0.003286886215209961,2.617805598904118e-05,0.0,8,1,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 10}",1.0,0.9907120743034057,0.9845201238390093,0.9112487100103199,0.9360165118679051,0.964499484004128,0.03462697554861372,54
0.030237245559692382,0.002268165684146356,0.004486179351806641,0.0020644855691124065,0.0,8,2,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 2}",0.9958720330237358,0.9855521155830753,0.987358101135191,0.9102167182662539,0.9481424148606812,0.9654282765737875,0.032124213903098865,36
0.02774667739868164,0.0018636463289837739,0.004177474975585937,0.0014389544131850462,0.0,8,2,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 5}",0.9963880288957689,0.9855521155830753,0.9858101135190919,0.9102167182662539,0.9486584107327141,0.9653250773993808,0.03196368488863864,40
0.03033895492553711,0.0058893295486705625,0.003228902816772461,8.800572009395337e-05,0.0,8,2,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 10}",1.0,0.9932920536635708,0.9821981424148607,0.914860681114551,0.9468524251805985,0.9674406604747162,0.03204596091672867,25
0.026319360733032225,0.004563196803586297,0.004420328140258789,0.0023547955497627707,0.0,8,5,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 2}",0.999484004127967,0.9961300309597524,0.9881320949432405,0.925438596491228,0.9538183694530444,0.9726006191950465,0.028616797980374493,13
0.028789520263671875,0.005594273774692138,0.004218673706054688,0.0018360525309829285,0.0,8,5,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 5}",0.999484004127967,0.9961300309597524,0.9881320949432405,0.925438596491228,0.9538183694530444,0.9726006191950465,0.028616797980374493,13
0.028399038314819335,0.0024089250705249215,0.0036142826080322265,0.00048183847685684465,0.0,8,5,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 10}",0.999484004127967,0.9961300309597524,0.9881320949432405,0.925438596491228,0.9538183694530444,0.9726006191950465,0.028616797980374493,13
0.03239603042602539,0.00860343587082695,0.004648828506469726,0.001747984543798658,0.0,12,1,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 2}",0.9950980392156862,0.9865841073271414,0.9852941176470589,0.9127966976264189,0.9409184726522188,0.9641382868937048,0.03189046520680711,58
0.03237338066101074,0.0011264062634271832,0.006224918365478516,0.0020310908861716727,0.0,12,1,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 5}",0.9958720330237358,0.9845201238390093,0.9852941176470589,0.9127966976264189,0.9362745098039216,0.962951496388029,0.03248176595954354,70
0.03305039405822754,0.006298912952393312,0.005933523178100586,0.002475591350811139,0.0,12,1,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 10}",1.0,0.9907120743034057,0.9845201238390093,0.9112487100103199,0.9360165118679051,0.964499484004128,0.03462697554861372,54
0.03336224555969238,0.0074967051275294455,0.003627586364746094,0.0005321070993681309,0.0,12,2,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 2}",0.9958720330237358,0.9855521155830753,0.987358101135191,0.9102167182662539,0.9481424148606812,0.9654282765737875,0.032124213903098865,36
0.03186511993408203,0.007096517216983269,0.0036091327667236326,0.0006712290256255803,0.0,12,2,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 5}",0.9963880288957689,0.9855521155830753,0.9858101135190919,0.9102167182662539,0.9486584107327141,0.9653250773993808,0.03196368488863864,40
0.02833976745605469,0.004023889978155161,0.0055010318756103516,0.0026747719252997915,0.0,12,2,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 10}",1.0,0.9932920536635708,0.9821981424148607,0.914860681114551,0.9468524251805985,0.9674406604747162,0.03204596091672867,25
0.027808427810668945,0.006343230310450072,0.006536531448364258,0.003147084905625962,0.0,12,5,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 2}",0.999484004127967,0.9961300309597524,0.9881320949432405,0.925438596491228,0.9538183694530444,0.9726006191950465,0.028616797980374493,13
0.03076515197753906,0.005343877433211751,0.004301214218139648,0.00202048020092958,0.0,12,5,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 5}",0.999484004127967,0.9961300309597524,0.9881320949432405,0.925438596491228,0.9538183694530444,0.9726006191950465,0.028616797980374493,13
0.027144336700439455,0.005114281727237162,0.004168653488159179,0.0013042832712323626,0.0,12,5,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 10}",0.999484004127967,0.9961300309597524,0.9881320949432405,0.925438596491228,0.9538183694530444,0.9726006191950465,0.028616797980374493,13
0.0271359920501709,0.0046199756362162794,0.0036324501037597657,0.0002442835225691751,0.001,,1,2,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 2}",0.9950980392156862,0.9865841073271414,0.9852941176470589,0.9127966976264189,0.9409184726522188,0.9641382868937048,0.03189046520680711,58
0.033498954772949216,0.00714161874927498,0.003820991516113281,0.0009772871563290164,0.001,,1,5,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 5}",0.9958720330237358,0.9850361197110423,0.9852941176470589,0.9127966976264189,0.9362745098039216,0.9630546955624355,0.0325508747842666,67
0.030887460708618163,0.006685664526736524,0.003866147994995117,0.0009260963230810025,0.001,,1,10,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 10}",1.0,0.9917440660474717,0.9845201238390093,0.9112487100103199,0.9360165118679051,0.9647058823529413,0.03478531741223068,50
0.031186628341674804,0.005902340952400009,0.005877065658569336,0.001841562065834632,0.001,,2,2,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 2}",0.9948400412796699,0.9855521155830753,0.987358101135191,0.9102167182662539,0.9481424148606812,0.9652218782249744,0.03193068176346601,46
0.043449926376342776,0.01569662155607231,0.006877517700195313,0.004466275764819543,0.001,,2,5,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 5}",0.9958720330237358,0.9860681114551084,0.9858101135190919,0.9102167182662539,0.9486584107327141,0.9653250773993808,0.031930348224542514,40
0.0317471981048584,0.003275570982699804,0.0037279605865478517,0.0004835373403918487,0.001,,2,10,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 10}",1.0,0.9932920536635708,0.9821981424148607,0.914860681114551,0.9468524251805985,0.9674406604747162,0.03204596091672867,25
