mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__max_features,param_clf__min_samples_split,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.4331845283508301,0.008286665098962084,0.05212259292602539,0.0051916501041464015,,sqrt,2,300,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9932920536635707,0.9801341589267285,0.9940660474716202,0.9938080495356036,0.9527863777089783,0.9828173374613002,0.01591293121337852,1
0.4479785919189453,0.04030987512774227,0.05083532333374023,0.015824683323026143,,sqrt,5,300,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.9917440660474717,0.978844169246646,0.9932920536635708,0.9927760577915377,0.9522703818369453,0.9817853457172344,0.015698151497321636,4
0.5661843299865723,0.06009540975753867,0.11072020530700684,0.06351764693326543,,0.5,2,300,"{'clf__max_depth': None, 'clf__max_features': 0.5, 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9912280701754386,0.9821981424148607,0.9871001031991744,0.9912280701754387,0.9514963880288958,0.9806501547987615,0.01495142002842269,11
0.5225252151489258,0.04520666976873958,0.08948354721069336,0.031063930342998362,,0.5,5,300,"{'clf__max_depth': None, 'clf__max_features': 0.5, 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.9922600619195046,0.9793601651186791,0.9912280701754386,0.9907120743034056,0.9504643962848297,0.9808049535603715,0.01587859400790576,7
0.500022554397583,0.07729596550611953,0.0775289535522461,0.022708968956984068,8,sqrt,2,300,"{'clf__max_depth': 8, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9922600619195046,0.9796181630546956,0.9948400412796697,0.9938080495356038,0.9527863777089783,0.9826625386996903,0.015915273490861033,3
0.4237351417541504,0.02808677683735308,0.1091156005859375,0.023872181169966967,8,sqrt,5,300,"{'clf__max_depth': 8, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.9917440660474717,0.9788441692466461,0.9932920536635708,0.9927760577915377,0.9522703818369453,0.9817853457172344,0.015698151497321632,4
0.534495735168457,0.035646636997956505,0.09042701721191407,0.027245925709263936,8,0.5,2,300,"{'clf__max_depth': 8, 'clf__max_features': 0.5, 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9912280701754386,0.9821981424148607,0.9873581011351908,0.9912280701754386,0.9514963880288958,0.9807017543859649,0.014974018842174752,10
0.5332628726959229,0.04976926297215057,0.06600937843322754,0.019037207780156516,8,0.5,5,300,"{'clf__max_depth': 8, 'clf__max_features': 0.5, 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.9922600619195046,0.9793601651186791,0.9912280701754386,0.9907120743034056,0.9504643962848297,0.9808049535603715,0.01587859400790576,7
0.5642926216125488,0.04591787597862644,0.0779883861541748,0.030792731354307545,12,sqrt,2,300,"{'clf__max_depth': 12, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9932920536635707,0.9801341589267285,0.9940660474716202,0.9938080495356036,0.9527863777089783,0.9828173374613002,0.01591293121337852,1
0.4578597068786621,0.043838041688367115,0.11812472343444824,0.03539147970226536,12,sqrt,5,300,"{'clf__max_depth': 12, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.9917440660474717,0.978844169246646,0.9932920536635708,0.9927760577915377,0.9522703818369453,0.9817853457172344,0.015698151497321636,4
0.557282543182373,0.0933961214257532,0.09812655448913574,0.08333581454275416,12,0.5,2,300,"{'clf__max_depth': 12, 'clf__max_features': 0.5, 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9912280701754386,0.9821981424148607,0.9871001031991744,0.9912280701754387,0.9514963880288958,0.9806501547987615,0.01495142002842269,11
0.4921568870544434,0.07811682264752252,0.031448888778686526,0.013605455152281728,12,0.5,5,300,"{'clf__max_depth': 12, 'clf__max_features': 0.5, 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.9922600619195046,0.9793601651186791,0.9912280701754386,0.9907120743034056,0.9504643962848297,0.9808049535603715,0.01587859400790576,7
