mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__max_features,param_clf__min_samples_split,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.44274077415466306,0.02105650955013661,0.05854334831237793,0.014876135356875491,,sqrt,2,300,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9659442724458206,0.9917440660474717,0.9589783281733746,0.999484004127967,0.9922600619195047,0.9816821465428278,0.016082193264365528,1
0.417972993850708,0.02823114122731096,0.05251421928405762,0.020708088273115356,,sqrt,5,300,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.959236326109391,0.9901960784313726,0.959236326109391,0.9994840041279669,0.9927760577915377,0.9801857585139319,0.017371826965944977,7
0.5636018276214599,0.132169806890866,0.07101054191589355,0.023178852791706176,,0.5,2,300,"{'clf__max_depth': None, 'clf__max_features': 0.5, 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9613003095975232,0.9920020639834882,0.9607843137254902,0.9958720330237358,0.9948400412796699,0.9809597523219814,0.01631265272666425,5
0.6165025234222412,0.1496846187434446,0.10712847709655762,0.042079838894582465,,0.5,5,300,"{'clf__max_depth': None, 'clf__max_features': 0.5, 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.959236326109391,0.9927760577915377,0.9594943240454076,0.9958720330237358,0.9932920536635707,0.9801341589267286,0.016990295361156704,9
0.5422159671783447,0.15133886630694274,0.06861381530761719,0.01786251950037945,8,sqrt,2,300,"{'clf__max_depth': 8, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9659442724458206,0.9912280701754386,0.9594943240454076,0.999484004127967,0.9917440660474717,0.9815789473684212,0.0158063272996698,3
0.4245915412902832,0.01696988739733842,0.07063169479370117,0.018308145404335088,8,sqrt,5,300,"{'clf__max_depth': 8, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.959236326109391,0.9896800825593395,0.959236326109391,0.9994840041279669,0.9922600619195047,0.9799793601651187,0.017238896196343556,12
0.5115391254425049,0.11903754887761982,0.14419894218444823,0.06177307369388717,8,0.5,2,300,"{'clf__max_depth': 8, 'clf__max_features': 0.5, 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9613003095975232,0.9922600619195047,0.9607843137254902,0.9958720330237358,0.9948400412796697,0.9810113519091846,0.016347869784695244,4
0.5271498203277588,0.0339486513581454,0.06332535743713379,0.01574290862297806,8,0.5,5,300,"{'clf__max_depth': 8, 'clf__max_features': 0.5, 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.959236326109391,0.9927760577915377,0.9594943240454076,0.9958720330237358,0.9932920536635707,0.9801341589267286,0.016990295361156704,9
0.5257229804992676,0.11755065477328573,0.09973349571228027,0.04327192422491314,12,sqrt,2,300,"{'clf__max_depth': 12, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9659442724458206,0.9917440660474717,0.9589783281733746,0.999484004127967,0.9922600619195047,0.9816821465428278,0.016082193264365528,1
0.43393878936767577,0.00847984381064912,0.06686553955078126,0.022194655080324883,12,sqrt,5,300,"{'clf__max_depth': 12, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.959236326109391,0.9901960784313726,0.959236326109391,0.9994840041279669,0.9927760577915377,0.9801857585139319,0.017371826965944977,7
0.5390440464019776,0.06512090359232925,0.06936583518981934,0.013484862440229775,12,0.5,2,300,"{'clf__max_depth': 12, 'clf__max_features': 0.5, 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9613003095975232,0.9920020639834882,0.9607843137254902,0.9958720330237358,0.9948400412796699,0.9809597523219814,0.01631265272666425,5
0.4526407241821289,0.03369129925078688,0.02664036750793457,0.009737622381964553,12,0.5,5,300,"{'clf__max_depth': 12, 'clf__max_features': 0.5, 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.959236326109391,0.9927760577915377,0.9594943240454076,0.9958720330237358,0.9932920536635707,0.9801341589267286,0.016990295361156704,9
