mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__max_features,param_clf__min_samples_split,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.4474921703338623,0.07755307921356153,0.07965426445007324,0.037988578669932015,,sqrt,2,300,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",1.0,1.0,0.998968008255934,0.9798761609907121,0.9618163054695563,0.9881320949432405,0.015230184366871615,4
0.5686099529266357,0.14121266498755256,0.09794135093688965,0.04507331253439889,,sqrt,5,300,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",1.0,0.9984520123839009,0.998968008255934,0.978328173374613,0.9654282765737874,0.9882352941176469,0.013973488326595038,1
0.444575834274292,0.028382958770295147,0.07613077163696289,0.009227107957847546,,0.5,2,300,"{'clf__max_depth': None, 'clf__max_features': 0.5, 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",1.0,1.0,0.998968008255934,0.976780185758514,0.9633642930856553,0.9878224974200208,0.015105905838814722,7
0.5763026714324951,0.12114059356901109,0.06809887886047364,0.0341865257147239,,0.5,5,300,"{'clf__max_depth': None, 'clf__max_features': 0.5, 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",1.0,1.0,0.998968008255934,0.9757481940144478,0.9641382868937048,0.9877708978328175,0.015016809703541885,10
0.49734063148498536,0.04577097317570756,0.06974883079528808,0.008442016047634972,8,sqrt,2,300,"{'clf__max_depth': 8, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",1.0,1.0,0.998968008255934,0.9798761609907121,0.9618163054695563,0.9881320949432405,0.015230184366871615,4
0.46156935691833495,0.03925619784356218,0.10633034706115722,0.04134124709848559,8,sqrt,5,300,"{'clf__max_depth': 8, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",1.0,0.9984520123839009,0.998968008255934,0.978328173374613,0.9654282765737874,0.9882352941176469,0.013973488326595038,1
0.4771431922912598,0.046923732559916304,0.1246105670928955,0.015991303943367438,8,0.5,2,300,"{'clf__max_depth': 8, 'clf__max_features': 0.5, 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",1.0,1.0,0.998968008255934,0.976780185758514,0.9633642930856553,0.9878224974200208,0.015105905838814722,7
0.5689973831176758,0.04069418880063967,0.0674971103668213,0.01935895784153775,8,0.5,5,300,"{'clf__max_depth': 8, 'clf__max_features': 0.5, 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",1.0,1.0,0.998968008255934,0.9757481940144478,0.9641382868937048,0.9877708978328175,0.015016809703541885,10
0.4944945812225342,0.07560559684661482,0.09039444923400879,0.03224956152428248,12,sqrt,2,300,"{'clf__max_depth': 12, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",1.0,1.0,0.998968008255934,0.9798761609907121,0.9618163054695563,0.9881320949432405,0.015230184366871615,4
0.45958614349365234,0.049406552228233154,0.09989118576049805,0.012628288692760734,12,sqrt,5,300,"{'clf__max_depth': 12, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",1.0,0.9984520123839009,0.998968008255934,0.978328173374613,0.9654282765737874,0.9882352941176469,0.013973488326595038,1
0.5059798717498779,0.0417650295391949,0.08761992454528808,0.05785875005794645,12,0.5,2,300,"{'clf__max_depth': 12, 'clf__max_features': 0.5, 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",1.0,1.0,0.998968008255934,0.976780185758514,0.9633642930856553,0.9878224974200208,0.015105905838814722,7
0.4869077205657959,0.0352582456618941,0.02783174514770508,0.010584060860834188,12,0.5,5,300,"{'clf__max_depth': 12, 'clf__max_features': 0.5, 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",1.0,1.0,0.998968008255934,0.9757481940144478,0.9641382868937048,0.9877708978328175,0.015016809703541885,10
