mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__max_features,param_clf__min_samples_split,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.505598783493042,0.029311823976304625,0.045813131332397464,0.007504475017341477,,sqrt,2,300,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9932920536635707,0.9801341589267285,0.9940660474716202,0.9938080495356036,0.9527863777089783,0.9828173374613002,0.01591293121337852,1
0.47905516624450684,0.020007068983255237,0.05237159729003906,0.010705418664974814,,sqrt,5,300,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.9917440660474717,0.978844169246646,0.9932920536635708,0.9927760577915377,0.9522703818369453,0.9817853457172344,0.015698151497321636,4
0.5299758434295654,0.03742811723712566,0.06134796142578125,0.020221376261704473,,0.5,2,300,"{'clf__max_depth': None, 'clf__max_features': 0.5, 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9912280701754386,0.9821981424148607,0.9871001031991744,0.9912280701754387,0.9514963880288958,0.9806501547987615,0.01495142002842269,11
0.6207220554351807,0.083057022898146,0.06568059921264649,0.02147768139420261,,0.5,5,300,"{'clf__max_depth': None, 'clf__max_features': 0.5, 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.9922600619195046,0.9793601651186791,0.9912280701754386,0.9907120743034056,0.9504643962848297,0.9808049535603715,0.01587859400790576,7
0.6098345756530762,0.08301839076779631,0.07587556838989258,0.03447629004348233,8,sqrt,2,300,"{'clf__max_depth': 8, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9922600619195046,0.9796181630546956,0.9948400412796697,0.9938080495356038,0.9527863777089783,0.9826625386996903,0.015915273490861033,3
0.5384644031524658,0.05302650096990944,0.11390538215637207,0.047703413948598984,8,sqrt,5,300,"{'clf__max_depth': 8, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.9917440660474717,0.9788441692466461,0.9932920536635708,0.9927760577915377,0.9522703818369453,0.9817853457172344,0.015698151497321632,4
0.6224137306213379,0.10835737223706386,0.10029621124267578,0.04787342516481787,8,0.5,2,300,"{'clf__max_depth': 8, 'clf__max_features': 0.5, 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9912280701754386,0.9821981424148607,0.9873581011351908,0.9912280701754386,0.9514963880288958,0.9807017543859649,0.014974018842174752,10
0.4876066207885742,0.08414307699117018,0.08094215393066406,0.023503393653171334,8,0.5,5,300,"{'clf__max_depth': 8, 'clf__max_features': 0.5, 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.9922600619195046,0.9793601651186791,0.9912280701754386,0.9907120743034056,0.9504643962848297,0.9808049535603715,0.01587859400790576,7
0.6253153324127197,0.10490684316044002,0.12212882041931153,0.05261157705950204,12,sqrt,2,300,"{'clf__max_depth': 12, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9932920536635707,0.9801341589267285,0.9940660474716202,0.9938080495356036,0.9527863777089783,0.9828173374613002,0.01591293121337852,1
0.548329496383667,0.07990121741584123,0.08273515701293946,0.026696287227743976,12,sqrt,5,300,"{'clf__max_depth': 12, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.9917440660474717,0.978844169246646,0.9932920536635708,0.9927760577915377,0.9522703818369453,0.9817853457172344,0.015698151497321636,4
0.5029242038726807,0.0290646583322499,0.09374823570251464,0.06386550696721757,12,0.5,2,300,"{'clf__max_depth': 12, 'clf__max_features': 0.5, 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9912280701754386,0.9821981424148607,0.9871001031991744,0.9912280701754387,0.9514963880288958,0.9806501547987615,0.01495142002842269,11
0.5048133850097656,0.03901226648153209,0.026472997665405274,0.008409267870831617,12,0.5,5,300,"{'clf__max_depth': 12, 'clf__max_features': 0.5, 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.9922600619195046,0.9793601651186791,0.9912280701754386,0.9907120743034056,0.9504643962848297,0.9808049535603715,0.01587859400790576,7
