mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__max_features,param_clf__min_samples_split,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.44938955307006834,0.0177892977889721,0.06428747177124024,0.0077505925757346975,,sqrt,2,300,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9659442724458206,0.9917440660474717,0.9589783281733746,0.999484004127967,0.9922600619195047,0.9816821465428278,0.016082193264365528,1
0.4314291954040527,0.03143614134129284,0.04966225624084473,0.0052741294837546585,,sqrt,5,300,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.959236326109391,0.9901960784313726,0.959236326109391,0.9994840041279669,0.9927760577915377,0.9801857585139319,0.017371826965944977,7
0.5600443840026855,0.08645714360419963,0.08133206367492676,0.05057448817731958,,0.5,2,300,"{'clf__max_depth': None, 'clf__max_features': 0.5, 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9613003095975232,0.9920020639834882,0.9607843137254902,0.9958720330237358,0.9948400412796699,0.9809597523219814,0.01631265272666425,5
0.5331326961517334,0.07868560106631119,0.10267739295959473,0.028539071702698607,,0.5,5,300,"{'clf__max_depth': None, 'clf__max_features': 0.5, 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.959236326109391,0.9927760577915377,0.9594943240454076,0.9958720330237358,0.9932920536635707,0.9801341589267286,0.016990295361156704,9
0.5298985958099365,0.11406983404070392,0.11385178565979004,0.013367522570151743,8,sqrt,2,300,"{'clf__max_depth': 8, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9659442724458206,0.9912280701754386,0.9594943240454076,0.999484004127967,0.9917440660474717,0.9815789473684212,0.0158063272996698,3
0.43013434410095214,0.03015350729889402,0.1101804256439209,0.032230101734799364,8,sqrt,5,300,"{'clf__max_depth': 8, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.959236326109391,0.9896800825593395,0.959236326109391,0.9994840041279669,0.9922600619195047,0.9799793601651187,0.017238896196343556,12
0.5183545112609863,0.010049266994319296,0.09850888252258301,0.05577876510493999,8,0.5,2,300,"{'clf__max_depth': 8, 'clf__max_features': 0.5, 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9613003095975232,0.9922600619195047,0.9607843137254902,0.9958720330237358,0.9948400412796697,0.9810113519091846,0.016347869784695244,4
0.5348944664001465,0.061536895988896695,0.07173371315002441,0.02942079999840164,8,0.5,5,300,"{'clf__max_depth': 8, 'clf__max_features': 0.5, 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.959236326109391,0.9927760577915377,0.9594943240454076,0.9958720330237358,0.9932920536635707,0.9801341589267286,0.016990295361156704,9
0.5141044616699219,0.08414413239515368,0.07319083213806152,0.022124263300612425,12,sqrt,2,300,"{'clf__max_depth': 12, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9659442724458206,0.9917440660474717,0.9589783281733746,0.999484004127967,0.9922600619195047,0.9816821465428278,0.016082193264365528,1
0.4050911903381348,0.02275607296224065,0.09896020889282227,0.0314984071230268,12,sqrt,5,300,"{'clf__max_depth': 12, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.959236326109391,0.9901960784313726,0.959236326109391,0.9994840041279669,0.9927760577915377,0.9801857585139319,0.017371826965944977,7
0.5480171203613281,0.027138380309369294,0.08411631584167481,0.017883582394832075,12,0.5,2,300,"{'clf__max_depth': 12, 'clf__max_features': 0.5, 'clf__min_samples_split': 2, 'clf__n_estimators': 300}",0.9613003095975232,0.9920020639834882,0.9607843137254902,0.9958720330237358,0.9948400412796699,0.9809597523219814,0.01631265272666425,5
0.5084942817687989,0.03190059295971504,0.026543807983398438,0.005834058476535469,12,0.5,5,300,"{'clf__max_depth': 12, 'clf__max_features': 0.5, 'clf__min_samples_split': 5, 'clf__n_estimators': 300}",0.959236326109391,0.9927760577915377,0.9594943240454076,0.9958720330237358,0.9932920536635707,0.9801341589267286,0.016990295361156704,9
